hrr,raw_identity,cycling_transfer
0.966,0.966,0.937160283687943
0.968,0.968,0.940508747044917
0.97,0.97,0.943900709219858
0.972,0.972,0.9473361702127658
0.974,0.974,0.9508151300236406
0.976,0.976,0.9543375886524822
0.978,0.978,0.9579035460992906
0.98,0.98,0.961513002364066
0.982,0.982,0.9651659574468083
0.984,0.984,0.9688624113475177
0.986,0.986,0.9726023640661937
0.988,0.988,0.9763858156028367
0.99,0.99,0.9802127659574468
0.992,0.992,0.9840832151300235
0.994,0.994,0.9879971631205673
0.996,0.996,0.9919546099290778
0.998,0.998,0.9959555555555555
1.0,1.0,0.9999999999999998
